https://www.gofundme.com/f/28b1bckz6o	Medical	0
https://www.gofundme.com/f/face-and-acne-treatment	Medical	0
https://www.gofundme.com/f/donation-for-uterus-cancer-treatment	Medical	0
https://www.gofundme.com/f/money-to-buy-hearing-aids-for-me-as-well-as-others	Medical	1
https://www.gofundme.com/f/ht4vqf-eye-surgery	Medical	1
https://www.gofundme.com/f/tqtuw-self-employment	Medical	1
https://www.gofundme.com/f/justiceforjacobblake	Medical	2
https://www.gofundme.com/f/official-navajo-nation-covid19-relief-fund	Medical	2
https://www.gofundme.com/f/emergenza-covid-cesvi-per-bergamo	Medical	2
https://www.gofundme.com/f/a-better-life-for-livie	Medical	3
https://www.gofundme.com/f/help-a-front-line-nurse-and-baby-get-proper-care	Medical	3
https://www.gofundme.com/f/metehan039s-sma-type-1-treatment	Medical	3
https://www.gofundme.com/f/Tommy-Rivers-Rest-Up	Medical	4
https://www.gofundme.com/f/brandon039s-medical-bills-and-medical-expenses	Medical	4
https://www.gofundme.com/f/alviars-chance-for-a-future	Medical	4
https://www.gofundme.com/f/black-minds-matter-uk	Medical	5
https://www.gofundme.com/f/please-help-me-in-the-battle-for-my-life	Medical	5
https://www.gofundme.com/f/jbcff	Medical	5
https://www.gofundme.com/f/future-for-fiadh	Medical	6
https://www.gofundme.com/f/546pc3-fighting-corona-v	Medical	6
https://www.gofundme.com/f/help-azra-haar-strijd-aan-te-gaan-met-leukemie	Medical	6
https://www.gofundme.com/f/helping-laura-and-katherine-get-through-my-death	Medical	7
https://www.gofundme.com/f/help-mattress-mack-save-camp-hope	Medical	7
https://www.gofundme.com/f/treatmentforsiyona	Medical	7
https://www.gofundme.com/f/rise-up-for-rhys	Medical	8
https://www.gofundme.com/f/covid19-BDCC	Medical	8
https://www.gofundme.com/f/2700p3zjuo	Medical	8
https://www.gofundme.com/f/zolgensma-for-mighty-max	Medical	9
https://www.gofundme.com/f/walk-des-home-vallely-family-appeal	Medical	9
https://www.gofundme.com/f/supporting-mahtab-and-sabeeha	Medical	9
https://www.gofundme.com/f/FamilieEwald	Medical	10
https://www.gofundme.com/f/covid19-protest-relief-fund	Medical	10
https://www.gofundme.com/f/2succs-the-nolan-family	Medical	10
https://www.gofundme.com/f/aiutami-la-terapia-intensiva-santanna	Medical	11
https://www.gofundme.com/f/support-chelsea-ellis039s-mission-to-recovery	Medical	11
https://www.gofundme.com/f/covid19-relief-fund	Medical	11
